record_id,redcap_survey_identifier,surveysession1_timestamp,age,gender,chatbot_frequency,mental_effort,g1_construct_answer,g2_understand_topic,g3_selfexplain,g4_trust,g5_prompt_selfexplain,g6_mechanisms_case,g7_recommend,g8_boring,g9_person,arcs1,arcs2,arcs3,arcs4,arcs5,arcs6,arcs7,arcs8,arcs9,arcs10,arcs11,arcs12,surveysession1_complete
208,,"[not completed]",19,2,5,3,4,4,4,5,4,3,4,1,3,,,,,,,,,,,,,0
209,,"[not completed]",19,1,4,4,4,4,2,3,5,4,5,2,1,,,,,,,,,,,,,0
210,,"[not completed]",19,2,5,3,3,4,3,4,4,2,4,1,3,,,,,,,,,,,,,0
211,,"2025-09-17 18:36:15",20,1,3,3,3,4,5,5,3,3,4,1,2,3,3,3,4,4,4,5,4,5,5,5,5,2
212,,"[not completed]",18,1,1,5,4,4,3,3,4,3,4,2,1,,,,,,,,,,,,,0
213,,"[not completed]",19,2,6,5,,,,,,,,,,,,,,,,,,,,,,0
214,,"[not completed]",20,1,5,4,,,,,,,,,,,,,,,,,,,,,,0
215,,"[not completed]",18,1,3,5,,,,,,,,,,,,,,,,,,,,,,0
216,,"[not completed]",20,1,5,5,,,,,,,,,,,,,,,,,,,,,,0
217,,"[not completed]",,,,,,,,,,,,,,,,,,,,,,,,,,0
218,,"2025-09-17 19:18:58",20,1,5,3,4,4,4,3,2,4,4,2,4,2,3,4,5,3,5,3,4,4,4,5,4,2
219,,"2025-09-17 19:19:57",23,1,1,3,5,5,4,1,2,2,3,2,5,2,2,2,3,3,3,3,3,3,3,3,3,2
220,,"2025-09-17 19:19:03",18,2,5,6,2,2,2,2,2,2,1,1,4,2,3,2,2,4,3,3,3,2,4,2,2,2
221,,"2025-09-17 19:20:07",21,1,4,3,4,4,4,4,5,4,5,1,3,4,4,4,3,4,4,4,4,4,4,4,4,2
222,,"2025-09-17 19:19:52",18,1,5,4,3,4,4,4,3,3,4,1,2,3,3,4,4,4,3,3,4,4,3,4,4,2
223,,"2025-09-17 19:20:51",20,4,4,4,4,3,2,3,2,3,3,4,2,3,4,4,4,1,3,4,1,1,1,1,1,2
224,,"2025-09-17 19:19:56",21,1,5,6,4,3,3,3,4,3,4,2,5,4,2,2,4,2,3,4,4,3,4,4,4,2
225,,"[not completed]",19,1,5,5,,,,,,,,,,,,,,,,,,,,,,0
226,,"2025-09-17 19:35:53",18,1,1,5,5,5,5,3,5,4,5,1,1,3,3,3,1,4,3,2,3,3,5,5,5,2
227,,"2025-09-18 18:06:43",18,2,6,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,5,3,1,5,1,1,4,2
228,,"2025-09-18 18:08:37",21,2,5,7,3,2,4,4,3,4,3,3,5,3,2,3,3,4,3,4,3,3,3,3,3,2
229,,"2025-09-18 18:08:30",19,1,6,9,3,2,5,5,4,3,3,2,3,1,1,5,4,5,4,1,3,2,4,3,3,2
230,,"2025-09-18 18:09:22",19,1,6,8,3,3,3,5,4,4,3,5,5,3,3,2,3,3,3,4,3,5,2,2,2,2
231,,"2025-09-18 18:09:04",19,1,1,5,4,3,3,5,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2
232,,"[not completed]",17,1,6,7,,,,,,,,,,,,,,,,,,,,,,0
233,,"2025-09-18 18:09:08",23,2,6,5,3,3,3,4,4,4,3,3,5,2,3,3,2,3,2,4,3,4,2,2,2,2
234,,"2025-09-18 18:09:34",19,1,5,5,4,2,2,2,3,2,2,4,2,2,1,2,3,4,2,4,3,3,3,5,5,2
235,,"2025-09-18 18:13:56",20,1,2,6,5,4,5,4,4,4,4,3,5,4,4,4,3,4,4,4,4,4,1,3,3,2
236,,"2025-09-22 18:55:25",19,2,5,4,4,4,4,3,4,4,3,2,2,3,4,4,3,3,3,3,4,3,4,2,3,2
237,,"2025-09-22 19:01:51",18,1,5,6,1,1,4,1,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2
238,,"2025-09-22 19:04:12",19,2,4,5,2,4,3,2,5,2,1,4,5,3,3,2,5,4,3,4,5,3,1,1,3,2
239,,"2025-09-22 19:02:16",18,1,6,8,3,4,3,3,3,2,3,2,4,1,1,1,3,3,2,4,5,3,4,5,2,2
241,,"2025-09-29 10:18:19",18,1,4,5,3,4,4,4,3,4,3,2,5,3,3,2,3,4,4,4,3,3,1,3,2,2
242,,"2025-09-29 10:23:04",19,2,5,4,3,4,5,2,3,5,2,2,5,2,1,2,3,4,2,3,1,2,2,3,2,2
243,,"[not completed]",18,2,6,7,4,4,4,3,4,4,4,,4,,,,,,,,,,,,,0
244,,"2025-09-29 17:34:01",18,2,4,6,4,4,5,4,5,5,5,1,3,4,3,4,5,5,4,4,3,4,4,4,4,2
245,,"2025-09-29 17:34:04",17,1,6,4,4,4,4,5,3,4,4,2,4,4,3,3,4,4,4,4,3,4,4,4,3,2
246,,"2025-09-29 17:34:29",18,1,4,6,4,3,4,3,4,3,4,2,3,3,4,3,4,5,4,3,3,4,3,4,4,2
247,,"2025-09-29 17:34:04",18,1,4,6,4,4,5,4,5,4,4,1,3,4,4,4,4,4,4,4,3,4,4,4,4,2
248,,"2025-09-29 17:34:35",18,1,4,5,4,4,4,4,3,5,4,1,3,3,4,4,3,5,4,4,4,4,4,4,4,2
249,,"2025-09-29 17:35:38",18,2,3,5,2,2,1,1,3,1,2,4,4,2,2,2,2,1,1,1,2,1,1,1,3,2
250,,"2025-09-29 17:34:59",19,1,3,5,4,5,4,5,5,4,4,2,4,4,4,4,4,5,4,4,4,4,3,3,4,2
251,,"2025-09-29 17:34:41",18,1,5,5,1,2,1,2,1,3,2,3,5,1,3,1,2,4,4,4,4,2,1,1,1,2
252,,"2025-09-29 17:34:52",20,1,6,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2
253,,"2025-09-29 17:55:51",19,1,2,5,4,4,5,3,3,3,3,2,2,3,4,4,3,4,4,4,4,4,4,3,3,2
254,,"2025-09-29 17:56:37",18,1,6,6,4,4,5,4,2,4,4,2,4,3,4,4,4,4,3,3,3,2,2,2,3,2
255,,"2025-09-29 17:58:04",19,1,5,3,5,5,5,5,5,5,5,1,3,5,5,5,4,5,5,5,5,5,5,5,5,2
256,,"[not completed]",19,1,3,7,,,,,,,,,,,,,,,,,,,,,,0
257,,"[not completed]",22,1,3,3,,,,,,,,,,,,,,,,,,,,,,0
258,,"2025-09-29 18:06:32",19,1,1,5,4,4,4,4,4,4,4,4,4,3,2,2,3,4,4,4,3,4,4,4,4,2
259,,"[not completed]",18,1,4,5,4,4,4,5,4,4,4,2,1,,,,,,,,,,,,,0
260,,"[not completed]",18,1,1,6,,,,,,,,,,,,,,,,,,,,,,0
261,,"[not completed]",20,2,5,7,,,,,,,,,,,,,,,,,,,,,,0
262,,"[not completed]",20,2,5,5,,,,,,,,,,,,,,,,,,,,,,0
263,,"2025-09-29 18:21:05",18,2,5,2,4,3,4,4,4,3,4,2,4,4,3,2,4,4,4,2,4,4,3,4,4,2
264,,"2025-09-29 18:22:16",23,1,3,5,5,4,5,4,5,5,4,1,4,4,5,4,5,5,4,3,4,4,3,4,4,2
265,,"2025-09-29 18:22:08",18,2,4,3,5,4,5,4,5,5,5,2,5,3,4,4,5,5,3,4,4,5,2,2,2,2
266,,"2025-09-29 18:22:20",18,1,3,5,4,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,2
267,,"2025-09-29 18:22:33",18,1,1,4,4,4,4,4,4,4,3,3,1,4,3,4,4,4,3,4,3,4,4,4,3,2
268,,"2025-09-29 18:22:13",19,1,6,3,4,5,5,5,5,5,5,1,2,4,4,4,4,4,4,4,4,4,4,4,5,2
269,,"2025-09-29 18:22:13",18,1,5,5,4,4,4,3,4,4,4,1,3,4,4,4,4,4,4,4,3,4,5,5,3,2
270,,"2025-09-29 18:22:41",17,1,1,6,4,4,3,2,5,4,2,1,4,4,4,2,3,2,2,3,3,4,2,2,2,2
271,,"2025-09-29 18:22:51",19,1,3,6,4,5,3,5,3,4,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2
272,,"2025-09-29 18:23:50",20,1,5,7,4,4,3,2,5,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,2
273,,"[not completed]",19,1,3,6,5,4,5,2,3,5,4,3,4,,,,,,,,,,,,,0
274,,"2025-09-29 18:28:24",18,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
275,,"2025-09-29 18:39:12",18,1,5,6,4,3,4,4,4,4,5,2,2,2,2,4,3,4,3,4,4,3,2,3,4,2
276,,"2025-09-29 18:36:44",21,2,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2
277,,"2025-09-29 18:39:37",19,2,5,3,3,1,2,4,5,3,1,3,4,3,2,1,4,4,2,2,4,2,2,2,2,2
278,,"2025-09-29 18:37:51",20,1,5,3,3,4,3,2,4,4,3,2,1,3,2,1,4,4,3,3,2,4,3,3,3,2
279,,"2025-09-29 18:38:30",19,2,5,6,3,2,3,2,4,3,1,3,2,1,1,1,4,4,1,1,2,4,1,2,2,2
280,,"2025-09-29 18:37:41",18,1,2,5,3,2,3,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2,2,2
281,,"2025-09-29 18:37:25",19,2,1,5,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,2
282,,"2025-09-29 18:38:26",19,1,1,4,4,3,5,3,5,4,3,3,4,3,3,3,4,5,3,4,4,3,4,3,3,2
283,,"2025-09-29 18:39:46",19,1,5,6,2,2,4,4,4,4,3,3,4,3,3,3,4,4,3,4,3,3,3,2,3,2
284,,"2025-09-29 18:37:41",19,2,3,5,3,4,3,2,4,3,2,2,1,3,2,3,4,4,2,3,3,2,2,4,2,2
285,,"2025-09-29 18:37:23",17,1,6,6,5,3,4,3,3,4,5,1,3,3,4,2,4,4,4,4,4,4,3,3,3,2
286,,"2025-09-29 18:39:06",19,2,2,3,4,4,5,5,5,4,4,1,4,4,4,5,4,5,4,5,5,5,4,4,4,2
287,,"2025-09-29 18:38:17",20,1,1,2,1,3,3,3,1,3,3,3,5,2,2,2,4,3,3,3,3,2,1,2,2,2
288,,"2025-09-29 18:37:49",19,1,6,3,2,2,4,4,3,5,4,1,1,4,4,3,4,4,4,4,4,4,4,5,5,2
289,,"2025-09-29 18:38:29",19,2,5,5,4,4,4,2,3,4,2,4,5,2,3,2,4,3,3,3,2,3,2,3,3,2
290,,"2025-09-29 18:38:40",18,1,1,2,4,3,4,4,4,4,5,2,3,4,4,4,4,3,4,3,3,4,3,4,4,2
291,,"[not completed]",19,1,6,7,,,,,,,,,,,,,,,,,,,,,,0
292,,"2025-09-29 18:40:34",20,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
293,,"2025-09-29 18:40:38",17,1,4,5,4,4,4,4,4,4,4,2,3,4,4,4,4,5,4,4,4,4,5,5,5,2
294,,"2025-09-29 18:43:17",18,1,4,5,2,4,4,3,4,4,3,2,1,3,4,2,4,4,3,4,4,3,2,2,2,2
295,,"2025-09-29 18:50:13",19,1,1,5,4,4,4,5,3,4,3,3,4,2,2,2,4,4,4,4,4,4,1,1,2,2
296,,"2025-09-29 18:55:58",23,2,5,5,4,4,4,4,5,4,4,2,3,4,4,4,3,4,3,4,4,4,4,4,1,2
297,,"2025-09-29 19:01:50",18,2,5,4,4,3,4,4,4,4,5,3,2,3,3,3,5,4,4,3,4,4,4,3,3,2
298,,"2025-09-29 19:09:38",18,1,4,7,3,4,5,4,2,4,3,3,2,3,4,3,3,3,2,3,3,2,3,4,4,2
299,,"2025-09-29 19:10:27",19,1,3,3,5,5,5,5,4,5,5,3,4,4,4,2,4,4,4,4,4,4,2,3,3,2
300,,"2025-09-29 19:10:15",18,1,3,5,2,2,3,3,2,3,3,5,4,2,4,3,3,3,3,3,3,3,3,1,1,2
301,,"2025-09-29 19:11:44",18,1,3,5,4,2,4,3,4,4,3,4,5,2,3,2,4,4,4,2,3,2,1,1,2,2
302,,"2025-09-29 19:10:55",19,1,5,7,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2
303,,"[not completed]",20,1,5,3,3,4,4,5,3,2,4,3,4,,,,,,,,,,,,,0
304,,"2025-09-29 19:12:28",20,2,5,5,3,4,4,2,4,3,2,3,4,3,3,3,2,3,2,3,3,2,2,3,3,2
305,,"2025-09-29 19:35:14",18,1,1,5,2,5,3,3,4,5,5,5,1,3,5,3,2,2,4,4,5,4,3,3,5,2
306,,"2025-09-29 19:37:16",18,1,1,6,4,4,4,3,4,2,3,2,3,3,2,3,4,2,3,2,2,1,2,2,2,2
307,,"2025-09-29 19:35:27",19,1,1,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,2
308,,"[not completed]",18,2,6,5,,,,,,,,,,,,,,,,,,,,,,0
309,,"2025-09-29 19:35:48",19,2,3,6,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,3,4,5,3,2,2
310,,"2025-09-29 19:36:20",20,1,5,3,2,3,3,5,4,4,3,2,1,3,2,3,3,4,4,3,4,4,4,4,4,2
311,,"2025-09-29 19:36:52",19,2,2,5,4,4,3,4,5,4,3,2,5,5,5,4,5,5,4,5,4,4,4,4,4,2
312,,"2025-09-29 19:36:37",18,2,5,3,3,3,4,3,4,3,4,2,3,4,4,3,2,2,2,3,2,4,4,3,3,2
313,,"2025-09-29 19:37:11",19,1,1,7,5,3,4,4,4,3,2,3,1,3,4,2,4,4,3,3,4,3,3,3,3,2
314,,"2025-09-29 19:37:24",18,1,5,4,4,4,4,5,4,3,4,1,2,5,4,4,5,4,4,4,4,4,4,4,5,2
315,,"2025-09-29 19:38:09",20,1,4,3,3,5,5,3,1,4,4,2,5,3,4,2,3,5,3,5,4,4,1,3,3,2
316,,"2025-09-29 19:47:42",19,1,6,5,3,4,2,4,3,2,3,4,3,3,4,2,3,3,3,2,4,3,2,3,3,2
317,,"2025-09-29 19:48:51",19,1,4,5,5,5,4,3,3,3,3,3,2,3,3,3,2,4,2,5,5,4,2,3,4,2
318,,"2025-09-29 19:51:35",18,2,4,5,3,2,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2
319,,"2025-09-29 19:51:57",19,1,3,5,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2
320,,"2025-09-29 19:54:12",19,1,2,4,3,3,3,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2
321,,"2025-09-29 19:58:03",23,2,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
322,,"2025-09-29 21:12:31",23,2,3,2,5,5,5,4,4,5,5,1,3,5,5,5,5,5,5,3,5,5,5,5,5,2
323,,"2025-09-29 21:47:57",20,1,1,4,5,4,5,5,4,5,3,2,4,4,4,4,3,1,4,4,3,3,1,4,4,2
324,,"[not completed]",21,1,4,2,,,,,,,,,,,,,,,,,,,,,,0
325,,"2025-10-15 15:34:51",18,1,4,5,4,3,4,2,5,5,5,2,3,3,2,3,3,5,3,4,3,3,3,3,2,2
326,,"2025-10-15 15:35:16",19,1,5,6,4,4,5,2,3,4,4,3,2,4,4,3,4,4,5,5,5,5,4,3,4,2
327,,"2025-10-15 15:36:19",18,1,3,3,3,3,4,3,5,4,3,2,1,4,4,5,4,2,4,2,2,4,3,4,4,2
328,,"2025-10-15 15:37:07",19,1,3,6,4,4,5,5,5,5,5,2,2,3,3,4,5,4,3,4,3,3,1,2,3,2
329,,"2025-10-15 15:38:05",20,2,3,6,4,5,3,5,3,5,4,2,3,3,3,3,4,4,2,3,3,4,3,2,3,2
330,,"2025-10-15 15:38:03",18,1,1,6,4,3,5,5,4,4,4,3,3,3,4,3,4,5,5,5,5,5,4,4,5,2
331,,"2025-10-15 15:37:43",18,1,6,6,4,4,4,3,5,5,4,1,3,4,4,4,4,4,3,4,3,4,4,4,4,2
332,,"2025-10-15 15:45:51",18,1,4,7,2,2,4,4,1,4,3,3,5,1,1,4,2,4,3,3,3,4,1,2,2,2
333,,"2025-10-15 15:47:35",18,1,1,6,5,4,5,5,4,4,3,2,4,4,4,5,3,4,4,4,4,4,3,4,5,2
334,,"2025-10-15 15:46:42",19,2,4,7,1,2,2,1,4,2,1,5,5,2,1,1,2,3,1,1,1,2,1,1,1,2
335,,"2025-10-15 15:47:05",20,1,2,6,3,2,3,2,4,2,3,1,4,3,3,4,3,4,2,4,3,4,2,1,2,2
336,,"2025-10-15 15:46:52",18,1,5,5,4,4,4,3,4,4,4,2,2,4,3,1,3,4,4,4,4,4,4,3,3,2
337,,"2025-10-15 15:47:09",19,2,6,6,4,3,4,4,4,1,4,3,2,3,3,4,4,4,3,3,4,3,4,2,2,2
338,,"2025-10-15 15:49:41",19,1,2,1,2,5,4,4,2,4,4,3,5,3,3,4,4,4,4,4,3,3,3,3,4,2
339,,"2025-10-15 15:50:20",19,1,4,5,4,4,4,4,5,5,4,1,5,4,1,4,4,4,4,4,4,3,4,4,4,2
340,,"2025-10-15 15:49:58",20,1,5,5,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2
341,,"2025-10-15 15:49:51",22,1,5,5,3,2,3,4,4,4,4,2,3,4,3,3,3,3,3,3,3,3,4,3,2,2
342,,"2025-10-15 15:57:29",18,1,2,7,2,3,3,2,4,3,4,2,3,3,4,2,1,4,3,4,2,4,2,2,4,2
343,,"2025-10-15 15:57:04",18,1,1,5,3,2,3,3,2,3,2,2,1,1,2,2,3,3,2,2,2,2,2,3,3,2
344,,"2025-10-15 16:01:37",19,1,4,5,4,4,4,3,5,4,4,1,4,4,5,3,4,4,3,5,3,2,5,5,4,2
345,,"2025-10-15 15:56:45",18,1,6,2,4,5,4,2,1,3,3,5,5,3,3,3,4,4,3,4,2,3,4,3,4,2
346,,"2025-10-15 15:58:05",19,1,1,6,2,4,1,3,4,4,4,3,5,1,1,2,2,5,4,2,3,2,2,2,2,2
347,,"[not completed]",23,2,1,9,,,,,,,,,,,,,,,,,,,,,,0
348,,"2025-10-15 15:58:14",19,2,5,4,4,4,2,4,4,3,3,4,5,4,4,4,4,5,4,4,3,4,3,3,4,2
349,,"2025-10-15 15:57:26",17,2,2,7,3,4,4,3,3,4,3,3,4,5,2,4,4,4,4,3,5,4,3,3,4,2
350,,"2025-10-15 15:58:04",19,1,1,3,2,1,1,1,2,3,1,5,5,2,1,1,2,2,1,4,1,2,3,3,2,2
351,,"2025-10-15 17:02:50",23,2,2,1,3,3,3,2,4,3,4,5,5,2,4,2,3,2,4,4,3,2,4,3,3,2
352,,"2025-10-15 17:03:09",18,1,2,2,2,2,2,2,2,2,2,1,5,3,3,1,2,3,1,2,1,3,1,2,2,2
353,,"2025-10-15 17:03:06",20,1,1,5,4,4,3,4,4,4,3,2,1,4,4,3,4,3,3,4,2,4,3,3,3,2
354,,"2025-10-15 17:03:21",20,1,1,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,4,5,5,2
355,,"2025-10-15 17:03:50",20,1,1,6,4,4,5,3,4,5,4,1,1,4,3,1,3,3,3,4,5,4,3,5,5,2
356,,"2025-10-15 17:03:51",18,1,4,2,4,3,2,5,3,5,5,1,2,4,3,4,5,5,5,5,5,4,5,5,5,2
357,,"2025-10-15 17:03:36",18,1,2,1,2,2,1,4,3,3,1,5,4,1,2,1,3,2,2,2,4,2,1,1,1,2
358,,"2025-10-15 17:03:44",19,1,5,3,5,5,4,5,5,5,5,3,5,4,4,2,5,4,3,4,4,3,2,3,3,2
359,,"2025-10-15 17:03:55",18,2,6,5,3,3,3,2,4,4,3,2,5,5,4,3,3,4,3,3,4,4,3,3,3,2
360,,"2025-10-15 17:03:36",21,1,2,5,4,4,4,5,5,4,4,2,5,3,3,3,3,5,4,5,4,4,5,5,3,2
361,,"2025-10-15 17:04:12",19,2,3,5,2,2,4,5,3,4,3,2,1,3,3,4,4,4,4,4,4,4,4,4,4,2
362,,"2025-10-15 17:27:12",24,1,2,5,3,3,3,3,3,3,3,4,3,3,3,2,4,3,3,4,3,3,4,2,3,2
363,,"2025-10-15 17:27:15",18,1,3,4,3,2,4,2,3,2,3,2,3,4,2,4,3,2,2,2,3,2,3,3,2,2
364,,"2025-10-15 17:28:47",19,1,3,4,5,5,5,2,4,4,3,2,5,2,3,4,4,3,3,3,2,3,3,3,3,2
365,,"2025-10-15 17:29:13",19,1,1,6,3,2,4,5,1,3,1,3,5,1,4,2,2,1,1,4,1,3,3,3,3,2
366,,"2025-10-15 17:27:40",18,4,1,9,1,1,1,1,1,1,1,5,5,3,1,4,4,3,2,3,3,2,3,2,3,2
367,,"2025-10-15 17:29:40",18,2,5,5,2,3,3,2,2,2,1,5,3,4,1,1,3,3,2,1,1,1,1,1,1,2
368,,"2025-10-15 17:28:04",20,1,2,5,4,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,3,3,4,3,3,2
369,,"2025-10-15 17:27:43",20,1,1,5,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,2
370,,"2025-10-15 17:28:21",20,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
371,,"2025-10-15 17:29:27",18,1,2,3,3,3,4,5,3,5,3,3,4,2,1,1,2,4,4,4,3,4,2,2,2,2
372,,"2025-10-15 17:29:03",18,1,1,6,3,3,4,4,5,4,3,3,5,2,4,3,3,3,3,4,3,3,3,4,4,2
373,,"2025-10-15 17:34:55",23,2,5,6,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,5,2
374,,"2025-10-15 17:35:50",17,1,5,3,3,4,4,4,2,4,5,2,2,3,3,2,3,4,3,4,4,4,2,3,4,2
375,,"2025-10-15 17:35:36",18,1,3,6,4,4,4,4,4,4,4,2,3,4,4,3,3,4,3,4,3,3,4,3,3,2
376,,"2025-10-15 17:36:13",18,1,4,5,4,4,3,4,4,4,2,2,1,2,2,2,4,4,4,3,4,4,2,2,3,2
377,,"2025-10-15 17:36:43",19,1,3,5,4,4,3,2,4,4,5,1,1,3,2,3,4,4,4,4,4,4,4,4,4,2
378,,"2025-10-15 17:39:33",18,2,5,3,3,2,4,3,4,4,3,2,3,4,4,4,4,4,4,4,3,3,3,3,4,2
379,,"2025-10-15 17:36:05",17,1,2,5,4,4,4,4,5,5,5,1,2,3,3,5,4,3,4,4,2,3,2,4,4,2
380,,"2025-10-15 17:36:41",18,2,6,3,4,4,4,4,3,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,2
381,,"2025-10-15 17:42:15",18,1,3,6,4,5,5,4,5,4,4,2,4,4,4,4,4,5,4,4,4,4,4,4,4,2
382,,"2025-10-15 17:41:15",18,2,2,5,4,4,4,4,4,3,4,3,4,4,4,2,3,3,4,3,4,3,4,3,2,2
383,,"2025-10-15 17:42:02",18,1,2,7,4,4,4,3,3,3,4,2,3,4,3,3,4,4,3,4,4,4,3,3,3,2
384,,"2025-10-15 17:42:04",18,2,3,7,4,3,4,3,5,5,3,2,4,3,4,4,4,3,3,3,2,4,4,3,4,2
385,,"2025-10-15 17:42:06",18,1,1,5,3,3,4,3,4,4,4,2,5,4,3,3,3,4,4,3,4,4,4,4,4,2
386,,"2025-10-15 17:42:11",17,1,1,2,4,4,4,5,3,4,4,2,3,3,3,4,4,3,2,3,3,4,3,4,4,2
387,,"2025-10-15 17:42:26",19,1,1,5,3,4,4,3,4,4,4,3,5,3,3,3,4,4,4,3,3,4,3,3,3,2
388,,"2025-10-15 17:42:36",18,1,5,5,4,4,4,5,4,5,4,1,3,4,4,4,4,5,5,5,4,4,3,4,4,2
389,,"2025-10-15 17:42:18",20,1,6,5,4,5,5,5,5,5,4,1,3,4,4,4,3,4,4,5,5,5,5,4,4,2
390,,"[not completed]",17,3,,4,,,,,,,,,,,,,,,,,,,,,,0
